code,name
CES300,中华沪深港300
930930,港股综合
H50069,港股通
932075,全指金融
931134,AH经济蓝筹
H50008,180信息
H30062,AMAC专用
931067,绩优策略
930939,500质量成长
931799,国寿资产ESG绿色低碳1
931141,CS长三角
931468,红利质量
950096,上海国企
931802,中证龙头
930938,500成长估值
930652,CS电子
H50032,沪城交通
932083,全指金融行业
930820,CS高端制
950107,380创新
CES100,中华港股通精选100
931465,300 ESG领先
H11046,AMAC金融
931380,科技50
H30086,800金融
930641,中证中药
930640,CSWD重组
H50004,180可选
932217,制药指数
931268,持续发展
H11146,港股通内地金融
931481,SHS线上消费
H50055,沪大农业
930838,CS高股息
930697,家用电器
932420,智选船舶产业
930622,CSSW白酒
931590,500成长创新
H30263,腾讯济安
950162,科创芯片设计
932216,香港100净收益
931393,湖北指数
H11164,香港300
930957,港股通中国100
931582,数字经济
932084,全指信息行业
931440,创新药30
H30043,AMAC饮料
931165,新兴科技100
930931,港股通50
H50038,沪智慧城
H30039,AMAC公共
931746,储能产业
931596,SHS张江50
H30257,500信息
931599,湖南50
930598,稀土产业
CESP50,中华港股通优选50
932305,智选高股息
931021,家电龙头
930648,CS智消费
H11045,AMAC批零
930758,凤凰50
930999,SHS大湾区
H30205,饮料指数
H11044,AMAC信息
931487,SHS人工智能50
931573,港股通科技
H11100,香港100
931877,科创创业50净收益
H50036,上证军工
H11136,中国互联网
931579,东证优势成长
931357,优选消费50
931494,消费电子
930651,CS计算机
931594,卫星产业
931575,SHS物联网
CES120,中华120
931719,CS电池
931643,科创创业50
H30552,沪港深通TMT
H50053,上证移动
H30255,500医药
931591,1000成长创新
931027,港股通大消费
930997,新能源车
931403,品牌工程
931234,长三角示范区50
931585,卫星导航
931789,中韩新能车
931866,中证机床
931000,大湾区
H30332,香港50
932307,中国互联网人民币中间
H50035,沪智交通
931008,汽车指数
H30037,AMAC商务
931447,科技先锋
932082,全指医药行业
931073,CSIHK1
930791,CS医药TI
H30344,健康产业
H50020,上红潜力
930928,CR新动能
931166,医药健康100
931583,SHS数字经济
931587,500价值稳健
931163,浙江100
H11123,香港内地50
931852,每经品牌100
931139,CS消费50
931074,CSIHK2
931247,中证信创
930701,CS京津冀
H30089,红利潜力
932081,全指消费行业
931075,CSIHK3
931136,深圳科技
CESHKM,中华香港内地指数
930625,SHS互联网
H50016,沪东北
931524,SHS科技龙头
H30067,AMAC仪表
930601,中证软件
931033,杭州湾区
931076,CSIHK4
931574,港股科技
930725,CS车联网
H30182,计算机
931455,港股通消费CNY
930719,CS精准医
H30041,AMAC农副
931454,港股通消费
930653,CS食品饮
931140,医药50
H30063,AMAC汽车
931077,CSIHK5
931456,中国教育
930661,CSSW互金
H11152,内地民营
932080,全指可选行业
931697,消费50策略
931480,线上消费
930726,CS生医
H30365,文娱传媒
H11049,AMAC文体
H30015,800汽车
932068,长寿经济
H11052,智能电车
930629,CSSW健康
H50024,沪可选红
931479,证券保险
931523,SHS动漫游戏
931152,CS创新药
930743,中证生科
950105,上证证券
930604,中国互联网30
H30590,机器人
H30040,AMAC社会
930709,香港证券
931028,港股通非银CNY
931024,港股通非银
H30048,AMAC家具
H30094,消费红利
H30038,AMAC科技
931239,港股通汽车
930781,中证影视
930821,中证VR
931841,新能车15USD
931412,证券公司30
931484,CS医药创新
H30036,AMAC餐饮
930796,全球中国互联网
931792,新能车15
931402,证券先锋
930721,CS智汽车
H30178,医疗保健
H30588,中证证保
H30060,AMAC金属
H30061,AMAC通用
H30217,医疗器械
H30035,300非银
H50006,180医药
H30533,中国互联网50
931072,全球中国互联网HKD
H30045,AMAC服装
931232,朝阳100
931663,SHS消费龙头
H50018,上证文化
H11144,HKT内地消费
931637,港股通互联网
H30044,AMAC纺织
H30050,AMAC印刷
H30046,AMAC皮革
930790,CS娱乐TI
H30202,软件指数
931068,消费龙头
H50033,沪城消费
H50015,沪西部
932094,软件开发
931646,SHS新消费
H50005,180消费
931230,汽车零部件
930901,动漫游戏
H50029,沪通信红
931992,疫苗生物
H50028,沪信息红
H50025,沪消费红
H50054,上证休闲
930660,CSSW体育
930720,CS互医疗
CESG10,中华博彩指数
930986,金融科技
H30051,AMAC文教
