日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-11-12,1215,38.12,37.25,38.78,36.31,94976,354467982.64,6.28,-5.36,-2.11,9.65
2024-11-13,1215,37.15,36.58,37.15,34.72,63989,229234712.58,6.52,-1.8,-0.67,6.5
2024-11-14,1215,36.0,35.67,37.58,35.51,38208,139608979.77,5.66,-2.49,-0.91,3.88
2024-11-15,1215,35.35,35.92,36.59,34.8,38974,139530229.0,5.02,0.7,0.25,3.96
2024-11-18,1215,35.6,33.4,35.88,32.91,48823,166488792.68,8.27,-7.02,-2.52,4.96
2024-11-19,1215,32.94,33.87,33.88,32.92,24700,82460620.35,2.87,1.41,0.47,2.51
2024-11-20,1215,33.8,34.46,34.5,33.41,26405,89718700.0,3.22,1.74,0.59,2.68
2024-11-21,1215,34.38,34.18,34.77,33.91,24551,84106622.0,2.5,-0.81,-0.28,2.5
2024-11-22,1215,34.18,32.38,34.18,32.13,30885,102134324.0,6.0,-5.27,-1.8,3.14
2024-11-25,1215,32.08,32.5,33.27,31.9,17208,55767349.96,4.23,0.37,0.12,1.75
2024-11-26,1215,32.5,33.48,33.82,32.17,33248,110845754.66,5.08,3.02,0.98,3.38
2024-11-27,1215,33.43,35.5,35.99,32.96,58369,202707571.92,9.05,6.03,2.02,5.93
2024-11-28,1215,35.27,35.77,36.09,34.91,36694,130575177.3,3.32,0.76,0.27,3.73
2024-11-29,1215,35.77,36.2,37.17,35.59,50596,183561518.0,4.42,1.2,0.43,5.14
2024-12-02,1215,36.0,36.99,37.93,36.0,52200,193864114.97,5.33,2.18,0.79,5.31
2024-12-03,1215,36.8,35.49,36.8,35.29,39168,140294131.87,4.08,-4.06,-1.5,3.98
2024-12-04,1215,35.02,35.46,36.62,34.75,35572,127138570.19,5.27,-0.08,-0.03,3.62
2024-12-05,1215,35.12,34.77,35.22,34.35,29110,101085887.25,2.45,-1.95,-0.69,2.96
2024-12-06,1215,34.81,35.04,35.37,34.35,20825,72558645.38,2.93,0.78,0.27,2.12
2024-12-09,1215,35.04,35.06,35.7,34.71,21208,74522140.0,2.83,0.06,0.02,2.16
2024-12-10,1215,37.5,37.22,38.57,36.85,88556,338237453.33,4.91,6.16,2.16,9.0
2024-12-11,1215,36.3,39.1,39.89,36.21,121478,463450279.51,9.89,5.05,1.88,12.35
2024-12-12,1215,38.32,39.0,39.66,37.93,81010,314224316.55,4.42,-0.26,-0.1,8.23
2024-12-13,1215,38.6,37.86,38.79,37.58,52337,198861245.18,3.1,-2.92,-1.14,5.32
2024-12-16,1215,37.38,36.62,37.75,36.11,38775,143174722.36,4.33,-3.28,-1.24,3.94
2024-12-17,1215,36.58,34.22,36.62,34.0,51178,178259326.11,7.15,-6.55,-2.4,5.2
2024-12-18,1215,34.19,33.47,34.38,33.11,36427,122287846.12,3.71,-2.19,-0.75,3.7
2024-12-19,1215,33.45,33.67,34.01,32.52,27337,91057612.26,4.45,0.6,0.2,2.78
2024-12-20,1215,33.67,34.37,34.69,33.51,31392,107960801.35,3.5,2.08,0.7,3.19
2024-12-23,1215,34.21,32.27,34.51,31.95,34675,113879945.1,7.45,-6.11,-2.1,3.52
2024-12-24,1215,32.36,31.31,32.65,30.8,52065,163671664.06,5.73,-2.97,-0.96,5.29
2024-12-25,1215,31.32,31.0,31.33,29.91,44286,135133255.3,4.54,-0.99,-0.31,4.5
2024-12-26,1215,31.49,31.83,32.19,31.39,37298,118182242.1,2.58,2.68,0.83,3.79
2024-12-27,1215,31.75,31.51,32.06,31.2,26521,83674762.51,2.7,-1.01,-0.32,2.7
2024-12-30,1215,31.28,31.09,31.49,30.75,15339,47592975.0,2.35,-1.33,-0.42,1.56
2024-12-31,1215,31.0,30.68,31.62,30.61,18328,56926795.3,3.25,-1.32,-0.41,1.86
2025-01-02,1215,30.6,30.5,32.16,30.2,34399,107549877.22,6.39,-0.59,-0.18,3.5
2025-01-03,1215,30.6,28.16,30.81,27.92,42693,123690225.0,9.48,-7.67,-2.34,4.34
2025-01-06,1215,27.6,27.75,28.27,26.71,23783,65689226.0,5.54,-1.46,-0.41,2.42
2025-01-07,1215,27.87,28.04,28.05,27.21,15635,43295024.84,3.03,1.05,0.29,1.59
2025-01-08,1215,27.77,28.11,28.28,27.32,19115,53319406.48,3.42,0.25,0.07,1.94
2025-01-09,1215,28.0,27.84,28.47,27.59,26050,72814349.0,3.13,-0.96,-0.27,2.65
2025-01-10,1215,27.8,26.74,27.97,26.72,20263,55582021.0,4.49,-3.95,-1.1,2.06
2025-01-13,1215,26.6,27.53,27.73,26.0,21328,57538259.0,6.47,2.95,0.79,2.15
2025-01-14,1215,27.54,28.39,28.41,27.5,36161,101351818.32,3.31,3.12,0.86,3.65
2025-01-15,1215,28.39,28.0,28.65,27.9,27274,76974650.26,2.64,-1.37,-0.39,2.75
2025-01-16,1215,28.35,28.12,28.5,27.65,21594,60626921.92,3.04,0.43,0.12,2.18
2025-01-17,1215,27.7,27.98,28.28,27.7,16796,47084497.0,2.06,-0.5,-0.14,1.69
2025-01-20,1215,28.16,28.58,28.96,27.9,26406,75499094.0,3.79,2.14,0.6,2.66
2025-01-21,1215,28.62,28.41,28.85,27.75,18910,53258813.06,3.85,-0.59,-0.17,1.91
2025-01-22,1215,28.22,27.74,28.23,27.74,14501,40469668.0,1.72,-2.36,-0.67,1.46
2025-01-23,1215,28.0,27.98,28.8,27.93,24296,68744102.8,3.14,0.87,0.24,2.45
2025-01-24,1215,27.86,28.11,28.19,27.75,13710,38376546.56,1.57,0.46,0.13,1.38
2025-01-27,1215,28.42,27.78,28.59,27.76,14074,39593870.0,2.95,-1.17,-0.33,1.42
2025-02-05,1215,27.82,27.18,28.08,26.92,22790,62124220.2,4.18,-2.16,-0.6,2.3
2025-02-06,1215,27.18,27.4,27.7,26.98,20733,56732818.86,2.65,0.81,0.22,2.09
2025-02-07,1215,27.5,28.2,28.63,27.31,36926,103432585.1,4.82,2.92,0.8,3.73
2025-02-10,1215,28.34,29.6,29.94,27.98,50207,145424687.6,6.95,4.96,1.4,5.07
2025-02-11,1215,29.6,29.4,29.78,29.06,28168,82807968.0,2.43,-0.68,-0.2,2.84
2025-02-12,1215,29.33,29.5,29.55,29.0,22144,64920391.76,1.87,0.34,0.1,2.23
2025-02-13,1215,29.38,29.65,29.91,29.35,32373,96081788.44,1.9,0.51,0.15,3.27
2025-02-14,1215,29.6,29.0,29.65,28.86,23727,69213047.0,2.66,-2.19,-0.65,2.39
2025-02-17,1215,29.2,29.26,29.43,28.78,24379,70956476.0,2.24,0.9,0.26,2.46
2025-02-18,1215,29.26,28.09,29.26,27.97,24597,70249566.68,4.41,-4.0,-1.17,2.48
2025-02-19,1215,28.09,28.21,28.25,27.8,18875,52923352.72,1.6,0.43,0.12,1.9
2025-02-20,1215,28.18,29.49,30.45,28.05,56454,167065896.82,8.51,4.54,1.28,5.7
2025-02-21,1215,29.19,29.28,29.59,28.8,36378,105826173.28,2.68,-0.71,-0.21,3.67
2025-02-24,1215,29.2,29.31,29.82,29.11,28975,85446650.37,2.42,0.1,0.03,2.92
2025-02-25,1215,29.1,29.29,29.55,28.78,21655,63212395.17,2.63,-0.07,-0.02,2.18
2025-02-26,1215,29.3,30.2,30.29,29.11,33847,100379699.58,4.03,3.11,0.91,3.41
2025-02-27,1215,30.17,31.51,32.0,30.0,66817,208713969.8,6.62,4.34,1.31,6.74
2025-02-28,1215,31.51,30.38,31.89,30.2,43202,134257306.17,5.36,-3.59,-1.13,4.36
2025-03-03,1215,30.6,29.87,30.89,29.74,30357,92140916.0,3.79,-1.68,-0.51,3.06
2025-03-04,1215,29.75,29.85,29.87,29.5,18866,56037663.4,1.24,-0.07,-0.02,1.9
2025-03-05,1215,29.8,29.34,29.81,29.01,21246,62155408.3,2.68,-1.71,-0.51,2.14
2025-03-06,1215,29.43,29.64,29.76,29.13,27595,81465113.3,2.15,1.02,0.3,2.78
2025-03-07,1215,29.5,29.48,29.85,29.31,22097,65260427.5,1.82,-0.54,-0.16,2.23
2025-03-10,1215,29.33,29.82,29.88,29.33,19707,58441618.4,1.87,1.15,0.34,1.99
2025-03-11,1215,29.57,29.98,29.98,29.41,21020,62480906.8,1.91,0.54,0.16,2.12
2025-03-12,1215,29.93,30.02,30.63,29.73,27102,81565583.0,3.0,0.13,0.04,2.73
2025-03-13,1215,29.92,29.52,30.13,29.34,20160,59831015.0,2.63,-1.67,-0.5,2.03
2025-03-14,1215,29.66,31.08,31.16,29.6,57707,176463533.28,5.28,5.28,1.56,5.82
2025-03-17,1215,31.63,31.47,31.93,31.29,48683,153865979.79,2.06,1.25,0.39,4.91
2025-03-18,1215,31.49,31.09,31.53,30.86,26225,81467011.08,2.13,-1.21,-0.38,2.65
2025-03-19,1215,30.96,30.58,30.98,30.5,18040,55391500.15,1.54,-1.64,-0.51,1.82
2025-03-20,1215,30.41,30.49,30.84,30.35,16365,49976106.0,1.6,-0.29,-0.09,1.65
2025-03-21,1215,30.28,30.23,30.75,30.05,20604,62498843.61,2.3,-0.85,-0.26,2.08
2025-03-24,1215,30.02,30.08,30.63,29.44,19772,59288280.0,3.94,-0.5,-0.15,1.99
2025-03-25,1215,29.97,29.82,30.15,29.57,17631,52556024.9,1.93,-0.86,-0.26,1.78
2025-03-26,1215,29.88,29.99,30.05,29.45,16836,50181009.5,2.01,0.57,0.17,1.7
2025-03-27,1215,29.74,29.86,30.13,29.67,11499,34356097.2,1.53,-0.43,-0.13,1.16
2025-03-28,1215,29.67,28.56,29.86,28.52,31319,91054074.09,4.49,-4.35,-1.3,3.16
2025-03-31,1215,28.29,27.71,28.35,27.69,17756,49535565.53,2.31,-2.98,-0.85,1.79
2025-04-01,1215,27.79,28.1,28.35,27.79,14351,40350655.0,2.02,1.41,0.39,1.45
2025-04-02,1215,28.1,27.87,28.33,27.8,11626,32549129.0,1.89,-0.82,-0.23,1.17
2025-04-03,1215,27.7,28.2,28.36,27.6,15866,44575986.0,2.73,1.18,0.33,1.6
2025-04-07,1215,27.2,25.38,27.5,25.38,38041,99352209.54,7.52,-10.0,-2.82,3.84
2025-04-08,1215,25.38,26.52,26.62,25.3,29594,77163199.0,5.2,4.49,1.14,2.99
2025-04-09,1215,26.28,27.49,27.7,25.4,30483,81379941.0,8.67,3.66,0.97,3.08
2025-04-10,1215,27.49,28.09,28.5,27.3,29659,83316346.5,4.37,2.18,0.6,2.99
2025-04-11,1215,27.8,27.66,28.14,27.6,21141,58775381.0,1.92,-1.53,-0.43,2.13
2025-04-14,1215,27.77,28.7,28.88,27.66,31869,90417585.0,4.41,3.76,1.04,3.22
2025-04-15,1215,28.49,28.54,29.24,28.19,27704,79532313.0,3.66,-0.56,-0.16,2.8
2025-04-16,1215,28.25,28.58,28.74,27.67,23196,65542413.0,3.75,0.14,0.04,2.35
2025-04-17,1215,28.27,29.06,30.0,28.13,45289,131909190.99,6.54,1.68,0.48,4.58
2025-04-18,1215,28.85,28.08,28.97,27.92,36012,101700322.22,3.61,-3.37,-0.98,3.64
2025-04-21,1215,27.96,27.84,28.15,27.66,25135,70197266.05,1.75,-0.85,-0.24,2.54
2025-04-22,1215,27.88,27.64,27.98,27.36,24785,68538130.55,2.23,-0.72,-0.2,2.51
2025-04-23,1215,27.88,27.27,27.9,27.17,22309,61089105.36,2.64,-1.34,-0.37,2.3
2025-04-24,1215,27.29,27.13,27.76,26.81,21041,57366251.5,3.48,-0.51,-0.14,2.17
2025-04-25,1215,27.15,27.08,27.6,27.01,18753,51139916.6,2.17,-0.18,-0.05,1.94
2025-04-28,1215,26.2,25.92,26.39,25.65,30625,79452652.0,2.73,-4.28,-1.16,3.16
2025-04-29,1215,25.8,26.44,26.59,25.78,20450,53599456.09,3.13,2.01,0.52,2.11
2025-04-30,1215,26.45,26.54,27.18,26.41,17105,45870080.0,2.91,0.38,0.1,1.77
2025-05-06,1215,26.95,27.12,27.15,26.56,13590,36663408.0,2.22,2.19,0.58,1.4
2025-05-07,1215,27.45,27.26,27.7,27.08,16112,43952477.0,2.29,0.52,0.14,1.66
2025-05-08,1215,27.26,27.38,27.57,27.06,15049,41272884.87,1.87,0.44,0.12,1.55
2025-05-09,1215,27.42,27.08,27.58,27.04,12772,34753568.0,1.97,-1.1,-0.3,1.32
2025-05-12,1215,27.42,27.18,27.42,26.97,14019,38079988.0,1.66,0.37,0.1,1.45
2025-05-13,1215,27.28,27.19,27.45,27.14,12924,35245976.0,1.14,0.04,0.01,1.34
2025-05-14,1215,27.27,27.03,27.27,26.84,16577,44767524.4,1.58,-0.59,-0.16,1.71
2025-05-15,1215,27.0,26.94,27.26,26.76,17704,47821072.0,1.85,-0.33,-0.09,1.83
2025-05-16,1215,26.87,26.93,27.08,26.68,14142,38088350.28,1.48,-0.04,-0.01,1.46
2025-05-19,1215,26.93,27.38,27.42,26.89,19356,52650781.8,1.97,1.67,0.45,2.0
2025-05-20,1215,27.37,28.26,28.96,27.34,48164,135402745.69,5.92,3.21,0.88,4.98
2025-05-21,1215,28.55,29.41,31.07,28.53,90958,270824720.26,8.99,4.07,1.15,9.4
2025-05-22,1215,29.23,28.26,29.5,28.18,44914,129357885.0,4.49,-3.91,-1.15,4.64
2025-05-23,1215,28.22,27.61,28.78,27.61,34719,97393151.0,4.14,-2.3,-0.65,3.59
2025-05-26,1215,28.01,27.97,28.17,27.53,27406,76277304.0,2.32,1.3,0.36,2.83
2025-05-27,1215,27.86,27.98,28.77,27.77,31412,88324501.82,3.58,0.04,0.01,3.25
2025-05-28,1215,27.78,28.06,28.27,27.71,25081,70293735.0,2.0,0.29,0.08,2.59
2025-05-29,1215,28.06,28.33,28.5,27.77,29950,84482335.84,2.6,0.96,0.27,3.09
2025-05-30,1215,28.3,28.06,28.54,27.81,29107,82057997.0,2.58,-0.95,-0.27,3.01
2025-06-03,1215,27.9,28.51,28.55,27.7,29082,82127784.27,3.03,1.6,0.45,3.0
2025-06-04,1215,28.71,29.49,30.2,28.48,67286,196997100.0,6.03,3.44,0.98,6.95
2025-06-05,1215,29.48,29.07,30.35,28.9,55427,164294741.0,4.92,-1.42,-0.42,5.73
2025-06-06,001215,29.1,29.38,29.48,28.7,26502,77181144.7,2.68,1.07,0.31,2.74
