日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-01-07,000858,128.62,128.27,129.08,127.02,190187,2478571210.2,1.61,0.02,0.02,0.49
2025-01-08,000858,128.28,127.12,129.16,125.44,192876,2504007320.49,2.9,-0.9,-1.15,0.5
2025-01-09,000858,127.33,128.0,129.77,125.57,159183,2080588918.09,3.3,0.69,0.88,0.41
2025-01-10,000858,127.92,126.02,128.25,126.02,135378,1753729758.88,1.74,-1.55,-1.98,0.35
2025-01-13,000858,124.74,126.62,126.92,124.38,121491,1562285331.23,2.02,0.48,0.6,0.31
2025-01-14,000858,126.72,130.44,130.72,126.32,228625,3014664381.32,3.47,3.02,3.82,0.59
2025-01-15,000858,130.72,130.19,131.1,129.64,128123,1701391089.62,1.12,-0.19,-0.25,0.33
2025-01-16,000858,130.82,128.9,131.72,128.48,163096,2160311225.44,2.49,-0.99,-1.29,0.42
2025-01-17,000858,129.42,129.72,131.3,128.97,152450,2021963286.68,1.81,0.64,0.82,0.39
2025-01-20,000858,130.3,131.72,132.91,130.15,194174,2611169665.15,2.13,1.54,2.0,0.5
2025-01-21,000858,132.27,130.81,132.42,130.22,132797,1774069694.68,1.67,-0.69,-0.91,0.34
2025-01-22,000858,130.37,127.77,130.42,127.55,174182,2277963645.97,2.19,-2.32,-3.04,0.45
2025-01-23,000858,129.0,128.65,130.99,128.47,184489,2387735894.45,1.97,0.69,0.88,0.48
2025-01-24,000858,127.8,127.72,128.58,126.49,189436,2418169298.34,1.62,-0.72,-0.93,0.49
2025-01-27,000858,128.0,127.2,128.55,127.1,126535,1616070922.73,1.14,-0.41,-0.52,0.33
2025-02-05,000858,127.55,125.01,127.88,124.51,186916,2343981886.2,2.65,-1.72,-2.19,0.48
2025-02-06,000858,124.8,125.9,126.39,124.69,138191,1734038681.57,1.36,0.71,0.89,0.36
2025-02-07,000858,126.0,127.63,128.88,125.12,232473,2960433850.16,2.99,1.37,1.73,0.6
2025-02-10,000858,127.68,127.53,128.2,126.9,136546,1740615096.16,1.02,-0.08,-0.1,0.35
2025-02-11,000858,127.6,126.26,128.07,125.72,176002,2221320156.48,1.84,-1.0,-1.27,0.45
2025-02-12,000858,126.26,127.7,127.71,125.6,177353,2240677199.26,1.67,1.14,1.44,0.46
2025-02-13,000858,127.72,131.51,132.0,127.25,467626,6110655128.57,3.72,2.98,3.81,1.2
2025-02-14,000858,130.55,131.23,132.2,130.1,218107,2857398901.05,1.6,-0.21,-0.28,0.56
2025-02-17,000858,131.89,131.55,133.53,131.09,205078,2710093082.35,1.86,0.24,0.32,0.53
2025-02-18,000858,131.48,130.2,132.39,129.36,185961,2435399272.53,2.3,-1.03,-1.35,0.48
2025-02-19,000858,130.2,131.11,131.5,129.34,153642,2003027066.45,1.66,0.7,0.91,0.4
2025-02-20,000858,130.39,130.5,132.79,130.3,132530,1737767288.45,1.9,-0.47,-0.61,0.34
2025-02-21,000858,130.6,131.12,132.66,129.93,210017,2756687286.09,2.09,0.48,0.62,0.54
2025-02-24,000858,130.9,131.9,133.49,130.36,244392,3229422469.21,2.39,0.59,0.78,0.63
2025-02-25,000858,130.88,128.75,130.92,128.58,221901,2872796622.15,1.77,-2.39,-3.15,0.57
2025-02-26,000858,128.71,129.8,129.8,128.1,179243,2311292299.8,1.32,0.82,1.05,0.46
2025-02-27,000858,129.99,132.75,133.09,129.8,370795,4909364775.13,2.53,2.27,2.95,0.96
2025-02-28,000858,132.6,131.58,135.7,131.5,337202,4510232386.21,3.16,-0.88,-1.17,0.87
2025-03-03,000858,131.58,130.84,135.6,130.35,210355,2780161096.24,3.99,-0.56,-0.74,0.54
2025-03-04,000858,130.06,129.75,130.36,128.71,149348,1933207043.52,1.26,-0.83,-1.09,0.38
2025-03-05,000858,129.75,128.61,130.0,127.62,199366,2558423708.32,1.83,-0.88,-1.14,0.51
2025-03-06,000858,129.33,131.68,131.8,128.65,235857,3075149470.14,2.45,2.39,3.07,0.61
2025-03-07,000858,131.2,134.8,134.8,130.91,340073,4536723523.12,2.95,2.37,3.12,0.88
2025-03-10,000858,134.5,132.69,134.5,131.66,206353,2735377365.74,2.11,-1.57,-2.11,0.53
2025-03-11,000858,131.51,135.2,135.21,131.46,321036,4304327283.42,2.83,1.89,2.51,0.83
2025-03-12,000858,135.3,132.97,136.21,132.62,288018,3844719011.93,2.66,-1.65,-2.23,0.74
2025-03-13,000858,132.97,132.39,134.32,132.25,167923,2233018514.76,1.56,-0.44,-0.58,0.43
2025-03-14,000858,133.0,140.8,141.98,133.0,765516,10604804482.24,6.78,6.35,8.41,1.97
2025-03-17,000858,142.4,139.84,142.96,139.38,387730,5457575155.24,2.54,-0.68,-0.96,1.0
2025-03-18,000858,140.22,139.55,140.55,138.72,186735,2608207824.85,1.31,-0.21,-0.29,0.48
2025-03-19,000858,139.55,138.92,140.79,138.36,168157,2339543020.11,1.74,-0.45,-0.63,0.43
2025-03-20,000858,138.88,135.99,139.0,135.86,228722,3130766821.03,2.26,-2.11,-2.93,0.59
2025-03-21,000858,135.7,134.6,137.5,134.19,197130,2669031188.2,2.43,-1.02,-1.39,0.51
2025-03-24,000858,134.06,134.31,134.93,133.03,180489,2417592735.64,1.41,-0.22,-0.29,0.47
2025-03-25,000858,134.6,133.56,134.7,132.6,175671,2342967012.6,1.56,-0.56,-0.75,0.45
2025-03-26,000858,133.54,133.35,133.88,132.89,108826,1452491544.38,0.74,-0.16,-0.21,0.28
2025-03-27,000858,133.08,133.9,134.77,132.5,140866,1882916851.12,1.7,0.41,0.55,0.36
2025-03-28,000858,134.08,133.23,134.25,132.4,120996,1610808297.34,1.38,-0.5,-0.67,0.31
2025-03-31,000858,133.21,131.35,133.38,131.35,144855,1912983576.96,1.52,-1.41,-1.88,0.37
2025-04-01,000858,131.43,131.79,132.25,131.14,121705,1602816956.68,0.85,0.33,0.44,0.31
2025-04-02,000858,131.87,131.15,132.55,131.06,101025,1328718376.94,1.13,-0.49,-0.64,0.26
2025-04-03,000858,129.55,132.0,133.48,129.39,165623,2187566525.17,3.12,0.65,0.85,0.43
2025-04-07,000858,128.5,126.78,130.45,123.8,463093,5889478917.85,5.04,-3.95,-5.22,1.19
2025-04-08,000858,126.78,130.76,131.24,126.78,331857,4295611989.98,3.52,3.14,3.98,0.85
2025-04-09,000858,129.5,132.25,132.84,129.35,296999,3910869674.7,2.67,1.14,1.49,0.77
2025-04-10,000858,132.3,133.15,133.49,130.5,233106,3091985054.75,2.26,0.68,0.9,0.6
2025-04-11,000858,132.2,131.6,133.47,130.58,174293,2296050286.07,2.17,-1.16,-1.55,0.45
2025-04-14,000858,131.5,131.04,132.67,131.01,125781,1655429086.36,1.26,-0.43,-0.56,0.32
2025-04-15,000858,131.0,131.35,131.45,130.08,114825,1502439501.46,1.05,0.24,0.31,0.3
2025-04-16,000858,130.8,132.3,132.55,129.68,166680,2177739510.25,2.19,0.72,0.95,0.43
2025-04-17,000858,131.33,132.53,132.99,131.0,152923,2022126157.58,1.5,0.17,0.23,0.39
2025-04-18,000858,132.01,131.75,132.57,131.21,89478,1179998315.8,1.03,-0.59,-0.78,0.23
2025-04-21,000858,131.59,130.34,132.0,130.14,144364,1887006445.39,1.41,-1.07,-1.41,0.37
2025-04-22,000858,130.2,130.1,130.74,129.5,115855,1507639703.83,0.95,-0.18,-0.24,0.3
2025-04-23,000858,130.48,129.97,130.7,129.55,95944,1246940578.83,0.88,-0.1,-0.13,0.25
2025-04-24,000858,129.8,129.06,130.2,129.01,131524,1703623363.71,0.92,-0.7,-0.91,0.34
2025-04-25,000858,129.2,129.05,130.22,128.96,107183,1388082599.75,0.98,-0.01,-0.01,0.28
2025-04-28,000858,130.11,130.85,131.66,129.9,185045,2422404104.72,1.36,1.39,1.8,0.48
2025-04-29,000858,130.15,129.55,130.6,129.29,124796,1619377345.3,1.0,-0.99,-1.3,0.32
2025-04-30,000858,129.61,128.7,130.3,128.67,146627,1893634510.76,1.26,-0.66,-0.85,0.38
2025-05-06,000858,129.0,129.49,129.55,128.07,146349,1889145118.08,1.15,0.61,0.79,0.38
2025-05-07,000858,130.9,129.99,131.81,129.8,152470,1990960978.19,1.55,0.39,0.5,0.39
2025-05-08,000858,129.71,131.8,133.0,129.28,208023,2735442055.08,2.86,1.39,1.81,0.54
2025-05-09,000858,131.8,131.58,132.1,131.01,110548,1454604448.26,0.83,-0.17,-0.22,0.28
2025-05-12,000858,132.0,132.97,133.25,131.5,164560,2182417151.11,1.33,1.06,1.39,0.42
2025-05-13,000858,133.66,132.99,133.66,132.43,120395,1599600056.05,0.93,0.02,0.02,0.31
2025-05-14,000858,132.71,135.26,137.18,132.17,291490,3932377808.04,3.77,1.71,2.27,0.75
2025-05-15,000858,135.01,133.67,135.59,133.61,144944,1947912220.54,1.46,-1.18,-1.59,0.37
2025-05-16,000858,133.38,131.08,133.59,131.05,173543,2288769532.38,1.9,-1.94,-2.59,0.45
2025-05-19,000858,129.2,129.3,130.1,128.88,237008,3062514441.1,0.93,-1.36,-1.78,0.61
2025-05-20,000858,129.0,129.13,129.63,128.87,159369,2058475919.06,0.59,-0.13,-0.17,0.41
2025-05-21,000858,129.13,129.26,129.88,129.0,141693,1832618626.67,0.68,0.1,0.13,0.37
2025-05-22,000858,129.27,129.09,129.47,128.84,96055,1239750922.27,0.49,-0.13,-0.17,0.25
2025-05-23,000858,129.05,128.15,129.66,128.15,150380,1937195759.85,1.17,-0.73,-0.94,0.39
2025-05-26,000858,127.97,126.41,128.15,125.89,273615,3460707609.17,1.76,-1.36,-1.74,0.7
2025-05-27,000858,126.28,126.16,126.95,125.89,151268,1908812014.26,0.84,-0.2,-0.25,0.39
2025-05-28,000858,126.3,126.92,127.13,125.5,181385,2291200545.2,1.29,0.6,0.76,0.47
2025-05-29,000858,126.6,127.32,127.5,125.9,160347,2036182267.96,1.26,0.32,0.4,0.41
2025-05-30,000858,127.0,126.44,127.55,126.0,146828,1858195533.38,1.22,-0.69,-0.88,0.38
2025-06-03,000858,125.18,124.68,125.55,124.57,237483,2965933456.49,0.78,-1.39,-1.76,0.61
2025-06-04,000858,124.68,124.55,125.22,124.1,193503,2410315627.36,0.9,-0.1,-0.13,0.5
2025-06-05,000858,124.55,125.03,125.5,124.19,202312,2525601313.34,1.05,0.39,0.48,0.52
2025-06-06,000858,124.97,125.08,125.85,124.7,105461,1320977344.3,0.92,0.04,0.05,0.27
