日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-18,0.726,0.709,0.726,0.703,842909,59898856.0,3.17,-2.34,-0.017,8.03
2025-04-21,0.699,0.706,0.707,0.697,803436,56484278.0,1.41,-0.42,-0.003,7.65
2025-04-22,0.704,0.699,0.706,0.692,1098869,76654304.0,1.98,-0.99,-0.007,10.47
2025-04-23,0.701,0.69,0.701,0.689,886819,61463378.0,1.72,-1.29,-0.009,8.45
2025-04-24,0.69,0.688,0.695,0.685,623336,42936222.0,1.45,-0.29,-0.002,5.94
2025-04-25,0.688,0.692,0.696,0.683,650087,44948317.0,1.89,0.58,0.004,6.19
2025-04-28,0.697,0.681,0.698,0.679,800502,54711000.0,2.75,-1.59,-0.011,7.63
2025-04-29,0.677,0.677,0.681,0.673,585419,39570057.0,1.17,-0.59,-0.004,5.58
2025-04-30,0.674,0.673,0.676,0.67,700516,47122137.0,0.89,-0.59,-0.004,6.67
2025-05-06,0.676,0.681,0.682,0.672,839631,56875626.0,1.49,1.19,0.008,8.0
2025-05-07,0.683,0.679,0.688,0.676,625731,42608054.0,1.76,-0.29,-0.002,5.96
2025-05-08,0.678,0.678,0.679,0.674,493623,33432708.0,0.74,-0.15,-0.001,4.7
2025-05-09,0.678,0.672,0.678,0.671,426271,28710370.0,1.03,-0.88,-0.006,4.06
2025-05-12,0.675,0.678,0.678,0.67,462664,31244862.0,1.19,0.89,0.006,4.41
2025-05-13,0.679,0.682,0.683,0.677,548111,37307217.0,0.88,0.59,0.004,5.22
2025-05-14,0.68,0.681,0.682,0.674,558203,37820858.0,1.17,-0.15,-0.001,5.32
2025-05-15,0.678,0.676,0.682,0.676,469249,31872739.0,0.88,-0.73,-0.005,4.47
2025-05-16,0.677,0.679,0.68,0.673,420241,28413005.0,1.04,0.44,0.003,4.0
2025-05-19,0.678,0.682,0.683,0.676,402336,27386517.0,1.03,0.44,0.003,3.83
2025-05-20,0.683,0.686,0.687,0.681,531088,36355943.0,0.88,0.59,0.004,5.06
2025-05-21,0.685,0.687,0.688,0.683,468307,32131372.0,0.73,0.15,0.001,4.46
2025-05-22,0.687,0.679,0.687,0.679,447126,30525990.0,1.16,-1.16,-0.008,4.26
2025-05-23,0.681,0.672,0.681,0.671,494006,33490055.0,1.47,-1.03,-0.007,4.71
2025-05-26,0.671,0.68,0.68,0.671,397040,26838488.0,1.34,1.19,0.008,3.78
2025-05-27,0.68,0.681,0.684,0.678,365235,24880923.0,0.88,0.15,0.001,3.48
2025-05-28,0.682,0.682,0.684,0.678,354606,24181658.0,0.88,0.15,0.001,3.38
2025-05-29,0.682,0.684,0.684,0.676,408489,27806570.0,1.17,0.29,0.002,3.89
2025-05-30,0.682,0.678,0.685,0.678,409918,27917503.0,1.02,-0.88,-0.006,3.91
2025-06-03,0.676,0.681,0.682,0.673,398424,27033604.0,1.33,0.44,0.003,3.8
2025-06-04,0.681,0.69,0.691,0.677,860575,58986636.0,2.06,1.32,0.009,8.2
2025-06-05,0.689,0.687,0.692,0.685,482473,33218278.0,1.01,-0.43,-0.003,4.6
2025-06-06,0.685,0.686,0.687,0.682,393618,26932280.0,0.73,-0.15,-0.001,3.75
