日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-30,0.751,0.746,0.76,0.733,10574243,792493262.373,3.57,-1.45,-0.011,16.73
2024-10-31,0.744,0.761,0.77,0.735,7772905,587341952.392,4.69,2.01,0.015,12.3
2024-11-01,0.756,0.733,0.76,0.733,5976602,445600971.4,3.55,-3.68,-0.028,9.46
2024-11-04,0.73,0.746,0.747,0.73,3777185,280110256.1,2.32,1.77,0.013,5.98
2024-11-05,0.746,0.782,0.786,0.743,8149067,629368875.408,5.76,4.83,0.036,12.89
2024-11-06,0.789,0.792,0.807,0.776,9135318,725539148.85,3.96,1.28,0.01,14.45
2024-11-07,0.791,0.82,0.828,0.782,7730443,619838770.231,5.81,3.54,0.028,12.23
2024-11-08,0.838,0.819,0.86,0.817,8181229,684365491.409,5.24,-0.12,-0.001,12.94
2024-11-11,0.827,0.872,0.872,0.821,9098616,777445695.743,6.23,6.47,0.053,14.39
2024-11-12,0.873,0.848,0.875,0.837,11787280,1007441433.65,4.36,-2.75,-0.024,18.65
2024-11-13,0.839,0.85,0.852,0.831,4956606,416994850.808,2.48,0.24,0.002,7.84
2024-11-14,0.845,0.818,0.85,0.816,4893635,407682775.45,4.0,-3.76,-0.032,7.74
2024-11-15,0.817,0.784,0.823,0.782,6090233,488740231.25,5.01,-4.16,-0.034,9.64
2024-11-18,0.784,0.767,0.795,0.76,5318034,412617015.292,4.46,-2.17,-0.017,8.41
2024-11-19,0.768,0.79,0.791,0.756,5470576,423919300.188,4.56,3.0,0.023,8.65
2024-11-20,0.79,0.788,0.793,0.776,4369281,342872372.55,2.15,-0.25,-0.002,6.91
2024-11-21,0.787,0.792,0.803,0.783,4413111,349852684.55,2.54,0.51,0.004,6.98
2024-11-22,0.792,0.759,0.801,0.757,5018348,390972311.3,5.56,-4.17,-0.033,7.94
2024-11-25,0.757,0.745,0.761,0.73,4858158,361388539.3,4.08,-1.84,-0.014,7.69
2024-11-26,0.744,0.739,0.752,0.738,3318956,247046350.1,1.88,-0.81,-0.006,5.25
2024-11-27,0.737,0.765,0.766,0.728,5808578,435001712.45,5.14,3.52,0.026,9.19
2024-11-28,0.766,0.763,0.781,0.76,3802284,292106600.2,2.75,-0.26,-0.002,6.02
2024-11-29,0.761,0.778,0.794,0.754,4956800,383293516.625,5.24,1.97,0.015,7.84
2024-12-02,0.776,0.784,0.79,0.772,3766481,294563521.6,2.31,0.77,0.006,5.96
2024-12-03,0.784,0.771,0.788,0.763,3977353,307708595.5,3.19,-1.66,-0.013,6.29
2024-12-04,0.787,0.772,0.796,0.77,5635502,441933049.45,3.37,0.13,0.001,8.92
2024-12-05,0.766,0.772,0.774,0.764,3213844,247117219.65,1.3,0.0,0.0,5.08
2024-12-06,0.771,0.78,0.787,0.765,4484708,348612404.2,2.85,1.04,0.008,7.1
2024-12-09,0.778,0.766,0.779,0.76,3941278,303085379.5,2.44,-1.79,-0.014,6.24
2024-12-10,0.796,0.772,0.801,0.769,6143681,482292127.25,4.18,0.78,0.006,9.72
2024-12-11,0.769,0.765,0.775,0.763,3781812,290122149.35,1.55,-0.91,-0.007,5.98
2024-12-12,0.765,0.772,0.773,0.76,3415890,262060429.29,1.7,0.92,0.007,5.4
2024-12-13,0.767,0.761,0.772,0.759,7898560,604368854.55,1.68,-1.42,-0.011,12.5
2024-12-16,0.759,0.749,0.764,0.746,3477400,262334666.9,2.37,-1.58,-0.012,5.5
2024-12-17,0.747,0.745,0.754,0.742,2442185,182571350.95,1.6,-0.53,-0.004,3.86
2024-12-18,0.747,0.764,0.767,0.744,4710669,356850712.25,3.09,2.55,0.019,7.45
2024-12-19,0.751,0.782,0.788,0.751,5698448,441133759.65,4.84,2.36,0.018,9.02
2024-12-20,0.78,0.803,0.819,0.778,10872384,870493462.0,5.24,2.69,0.021,17.2
2024-12-23,0.806,0.795,0.821,0.793,9524982,766775208.411,3.49,-1.0,-0.008,15.07
2024-12-24,0.799,0.806,0.807,0.781,4630970,367996652.4,3.27,1.38,0.011,7.33
2024-12-25,0.806,0.809,0.82,0.803,4237465,344442151.6,2.11,0.37,0.003,6.7
2024-12-26,0.806,0.823,0.824,0.803,4439563,362833802.21,2.6,1.73,0.014,7.02
2024-12-27,0.823,0.816,0.838,0.813,4426399,365834141.46,3.04,-0.85,-0.007,7.0
2024-12-30,0.814,0.821,0.83,0.81,3309999,271725684.1,2.45,0.61,0.005,5.24
2024-12-31,0.819,0.787,0.822,0.787,3991803,319485171.25,4.26,-4.14,-0.034,6.32
2025-01-02,0.783,0.752,0.786,0.742,5163576,393772146.2,5.59,-4.45,-0.035,8.17
2025-01-03,0.753,0.737,0.756,0.735,9524454,713333816.1,2.79,-1.99,-0.015,15.07
2025-01-06,0.736,0.732,0.746,0.726,2479264,182144831.1,2.71,-0.68,-0.005,3.92
2025-01-07,0.735,0.767,0.767,0.734,4486528,336525125.65,4.51,4.78,0.035,7.1
2025-01-08,0.759,0.767,0.778,0.742,5622332,426888270.131,4.69,0.0,0.0,8.89
2025-01-09,0.763,0.769,0.778,0.762,3307149,255509072.768,2.09,0.26,0.002,5.23
2025-01-10,0.768,0.768,0.794,0.767,5242377,409587158.45,3.51,-0.13,-0.001,8.29
2025-01-13,0.752,0.762,0.765,0.751,3343285,253096202.0,1.82,-0.78,-0.006,5.29
2025-01-14,0.768,0.789,0.79,0.753,4875827,378326049.05,4.86,3.54,0.027,7.71
2025-01-15,0.785,0.787,0.799,0.78,3195229,251876252.3,2.41,-0.25,-0.002,5.06
2025-01-16,0.791,0.767,0.799,0.762,5864092,456083134.4,4.7,-2.54,-0.02,9.28
2025-01-17,0.76,0.783,0.793,0.757,5837159,454733184.4,4.69,2.09,0.016,9.23
2025-01-20,0.785,0.784,0.79,0.776,3372542,264220923.6,1.79,0.13,0.001,5.34
2025-01-21,0.787,0.789,0.797,0.779,3839062,302279282.6,2.3,0.64,0.005,6.07
2025-01-22,0.785,0.787,0.795,0.782,2887499,227661487.5,1.65,-0.25,-0.002,4.57
2025-01-23,0.797,0.776,0.806,0.776,4613354,365177196.1,3.81,-1.4,-0.011,7.3
2025-01-24,0.773,0.781,0.784,0.773,2759760,215192937.0,1.42,0.64,0.005,4.37
2025-01-27,0.778,0.758,0.779,0.757,3437446,263321936.0,2.82,-2.94,-0.023,5.44
2025-02-05,0.78,0.784,0.787,0.773,5550681,433675212.55,1.85,3.43,0.026,8.78
2025-02-06,0.779,0.812,0.816,0.777,5148150,413120686.213,4.97,3.57,0.028,8.14
2025-02-07,0.812,0.817,0.833,0.802,5648312,462132087.7,3.82,0.62,0.005,8.94
2025-02-10,0.819,0.826,0.826,0.814,3641614,298933893.4,1.47,1.1,0.009,5.76
2025-02-11,0.825,0.817,0.827,0.81,3610646,294677248.7,2.06,-1.09,-0.009,5.71
2025-02-12,0.82,0.843,0.844,0.815,4767781,395966653.25,3.55,3.18,0.026,7.54
2025-02-13,0.843,0.819,0.844,0.819,3522642,291922831.203,2.97,-2.85,-0.024,5.57
2025-02-14,0.814,0.819,0.821,0.805,3179868,258891674.55,1.95,0.0,0.0,5.03
2025-02-17,0.822,0.832,0.836,0.82,3525465,291902716.898,1.95,1.59,0.013,5.58
2025-02-18,0.832,0.815,0.84,0.812,3323539,274846082.056,3.37,-2.04,-0.017,5.26
2025-02-19,0.815,0.847,0.848,0.814,5452885,456256260.65,4.17,3.93,0.032,8.63
2025-02-20,0.847,0.84,0.85,0.835,3466650,291772736.9,1.77,-0.83,-0.007,5.48
2025-02-21,0.844,0.891,0.897,0.844,6773351,591145517.422,6.31,6.07,0.051,10.72
2025-02-24,0.89,0.894,0.904,0.878,4102861,365885949.916,2.92,0.34,0.003,6.49
2025-02-25,0.877,0.885,0.906,0.872,4109068,364271652.5,3.8,-1.01,-0.009,6.5
2025-02-26,0.889,0.901,0.903,0.873,3865839,344778021.87,3.39,1.81,0.016,6.12
2025-02-27,0.898,0.893,0.908,0.875,3735446,332975109.2,3.66,-0.89,-0.008,5.91
2025-02-28,0.886,0.853,0.892,0.85,4089528,354695433.35,4.7,-4.48,-0.04,6.47
2025-03-03,0.851,0.839,0.857,0.831,3518188,296499437.25,3.05,-1.64,-0.014,5.57
2025-03-04,0.829,0.854,0.861,0.822,7860762,662396764.7,4.65,1.79,0.015,12.44
2025-03-05,0.852,0.857,0.865,0.846,4197231,359038978.4,2.22,0.35,0.003,6.64
2025-03-06,0.87,0.883,0.891,0.869,9323275,822422350.55,2.57,3.03,0.026,14.75
2025-03-07,0.877,0.871,0.884,0.866,4897789,428924727.7,2.04,-1.36,-0.012,7.75
2025-03-10,0.87,0.871,0.875,0.857,3240602,280751975.75,2.07,0.0,0.0,5.13
2025-03-11,0.858,0.863,0.868,0.853,3068157,263808428.8,1.72,-0.92,-0.008,4.85
2025-03-12,0.867,0.86,0.874,0.86,2586867,224415679.5,1.62,-0.35,-0.003,4.09
2025-03-13,0.858,0.836,0.86,0.831,3581723,301809475.0,3.37,-2.79,-0.024,5.67
2025-03-14,0.836,0.853,0.853,0.835,3224432,273358332.75,2.15,2.03,0.017,5.1
2025-03-17,0.855,0.848,0.857,0.844,1782240,151187150.3,1.52,-0.59,-0.005,2.82
2025-03-18,0.851,0.852,0.862,0.848,2307335,197142201.95,1.65,0.47,0.004,3.65
2025-03-19,0.849,0.84,0.852,0.837,3120866,262846129.65,1.76,-1.41,-0.012,4.94
2025-03-20,0.84,0.831,0.841,0.831,1959202,163744234.6,1.19,-1.07,-0.009,3.1
2025-03-21,0.83,0.81,0.833,0.806,4513108,368158508.5,3.25,-2.53,-0.021,7.14
2025-03-24,0.809,0.818,0.818,0.802,2492100,202306888.518,1.98,0.99,0.008,3.94
2025-03-25,0.817,0.803,0.818,0.8,2712039,218812275.55,2.2,-1.83,-0.015,4.29
2025-03-26,0.804,0.799,0.809,0.799,2123451,170615237.45,1.25,-0.5,-0.004,3.36
2025-03-27,0.799,0.805,0.818,0.797,2711333,218717516.053,2.63,0.75,0.006,4.29
2025-03-28,0.805,0.794,0.809,0.794,2477543,197963058.8,1.86,-1.37,-0.011,3.92
2025-03-31,0.792,0.792,0.797,0.781,2827668,223099979.95,2.02,-0.25,-0.002,4.47
2025-04-01,0.793,0.794,0.8,0.791,1986218,157995423.1,1.14,0.25,0.002,3.14
2025-04-02,0.792,0.792,0.799,0.789,1618927,128324780.5,1.26,-0.25,-0.002,2.56
2025-04-03,0.785,0.791,0.803,0.783,2720829,216342798.0,2.53,-0.13,-0.001,4.3
2025-04-07,0.75,0.722,0.769,0.712,5096898,377239603.863,7.21,-8.72,-0.069,8.06
2025-04-08,0.734,0.725,0.741,0.713,3341686,242966022.801,3.88,0.42,0.003,5.29
2025-04-09,0.714,0.764,0.775,0.71,5223859,392463793.34,8.97,5.38,0.039,8.26
2025-04-10,0.777,0.771,0.785,0.766,4151516,322055987.6,2.49,0.92,0.007,6.57
2025-04-11,0.769,0.802,0.819,0.768,7996206,635614262.151,6.61,4.02,0.031,12.65
2025-04-14,0.81,0.802,0.812,0.792,4458907,357471125.671,2.49,0.0,0.0,7.05
2025-04-15,0.798,0.79,0.799,0.785,2893415,228438808.679,1.75,-1.5,-0.012,4.58
2025-04-16,0.799,0.801,0.802,0.787,3048897,242493782.85,1.9,1.39,0.011,4.82
2025-04-17,0.794,0.802,0.812,0.794,2781997,224075073.15,2.25,0.12,0.001,4.4
2025-04-18,0.802,0.795,0.802,0.79,1765727,140277327.8,1.5,-0.87,-0.007,2.79
2025-04-21,0.797,0.805,0.806,0.796,1923002,154371505.8,1.26,1.26,0.01,3.04
2025-04-22,0.804,0.802,0.809,0.8,1954266,157376153.45,1.12,-0.37,-0.003,3.09
2025-04-23,0.803,0.8,0.806,0.795,2288317,183003349.45,1.37,-0.25,-0.002,3.62
2025-04-24,0.801,0.791,0.801,0.788,1761540,139773413.2,1.63,-1.13,-0.009,2.79
2025-04-25,0.791,0.79,0.796,0.784,2037993,160893322.252,1.52,-0.13,-0.001,3.22
2025-04-28,0.79,0.793,0.797,0.786,1695662,134369821.368,1.39,0.38,0.003,2.68
2025-04-29,0.79,0.799,0.801,0.787,1943237,154461022.0,1.77,0.76,0.006,3.07
2025-04-30,0.799,0.806,0.809,0.797,1881121,151499219.75,1.5,0.88,0.007,2.98
2025-05-06,0.81,0.819,0.819,0.807,2362569,192456039.5,1.49,1.61,0.013,3.74
2025-05-07,0.829,0.815,0.833,0.81,2599842,212856395.0,2.81,-0.49,-0.004,4.11
2025-05-08,0.812,0.811,0.815,0.808,1703349,138152525.3,0.86,-0.49,-0.004,2.69
2025-05-09,0.808,0.796,0.809,0.793,2511831,200513473.4,1.97,-1.85,-0.015,3.97
2025-05-12,0.798,0.799,0.803,0.793,2607212,207906235.0,1.26,0.38,0.003,4.12
2025-05-13,0.804,0.795,0.807,0.794,2198974,175800046.797,1.63,-0.5,-0.004,3.48
2025-05-14,0.796,0.799,0.805,0.792,2691206,214663044.55,1.64,0.5,0.004,4.26
2025-05-15,0.799,0.782,0.799,0.782,2730634,215055478.55,2.13,-2.13,-0.017,4.32
2025-05-16,0.781,0.778,0.784,0.777,1865636,145444304.85,0.9,-0.51,-0.004,2.95
2025-05-19,0.778,0.783,0.785,0.774,1828451,142612560.6,1.41,0.64,0.005,2.89
2025-05-20,0.785,0.786,0.79,0.781,1423419,111965745.75,1.15,0.38,0.003,2.25
2025-05-21,0.785,0.777,0.785,0.775,2303756,179291340.508,1.27,-1.15,-0.009,3.64
2025-05-22,0.775,0.775,0.784,0.773,1724324,134296883.9,1.42,-0.26,-0.002,2.73
2025-05-23,0.775,0.767,0.779,0.766,2183655,168596434.7,1.68,-1.03,-0.008,3.45
2025-05-26,0.769,0.769,0.773,0.765,1694130,130205474.6,1.04,0.26,0.002,2.68
2025-05-27,0.768,0.759,0.769,0.758,1831787,139517543.5,1.43,-1.3,-0.01,2.9
2025-05-28,0.759,0.751,0.761,0.751,1539308,116111223.65,1.32,-1.05,-0.008,2.44
2025-05-29,0.755,0.766,0.766,0.753,2489254,189407303.3,1.73,2.0,0.015,3.94
2025-05-30,0.762,0.756,0.763,0.753,1544021,116706790.684,1.31,-1.31,-0.01,2.44
2025-06-03,0.752,0.76,0.766,0.751,1597589,121530945.4,1.98,0.53,0.004,2.53
2025-06-04,0.76,0.765,0.767,0.759,1318125,100698098.25,1.05,0.66,0.005,2.09
2025-06-05,0.766,0.776,0.777,0.763,2233471,172257065.5,1.83,1.44,0.011,3.53
2025-06-06,0.777,0.779,0.779,0.771,1021321,79155684.9,1.03,0.39,0.003,1.62
