日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-29,1.067,1.035,1.068,1.032,5716278,598598615.254,3.42,-1.71,-0.018,9.71
2024-10-30,1.026,1.031,1.051,1.017,3460730,357446400.34,3.29,-0.39,-0.004,5.88
2024-10-31,1.026,1.029,1.051,1.009,3753473,387257799.49,4.07,-0.19,-0.002,6.37
2024-11-01,1.018,0.989,1.038,0.989,3608108,364498858.504,4.76,-3.89,-0.04,6.13
2024-11-04,0.987,1.013,1.02,0.987,3078573,309708085.279,3.34,2.43,0.024,5.23
2024-11-05,1.013,1.046,1.046,1.007,4589766,472738627.478,3.85,3.26,0.033,7.79
2024-11-06,1.049,1.081,1.103,1.038,12345044,1330993815.931,6.21,3.35,0.035,20.96
2024-11-07,1.063,1.087,1.089,1.052,12012763,1283777874.459,3.42,0.56,0.006,20.4
2024-11-08,1.09,1.066,1.098,1.06,7587481,817593222.287,3.5,-1.93,-0.021,12.88
2024-11-11,1.054,1.121,1.123,1.051,6842178,749256662.659,6.75,5.16,0.055,11.62
2024-11-12,1.116,1.084,1.12,1.072,7147286,783998263.503,4.28,-3.3,-0.037,12.14
2024-11-13,1.078,1.109,1.117,1.074,7995331,878506237.451,3.97,2.31,0.025,13.58
2024-11-14,1.113,1.083,1.141,1.08,4460678,497072148.5,5.5,-2.34,-0.026,7.57
2024-11-15,1.076,1.075,1.132,1.072,7655525,844835545.926,5.54,-0.74,-0.008,13.0
2024-11-18,1.086,1.009,1.088,1.0,6400555,652720171.434,8.19,-6.14,-0.066,10.87
2024-11-19,1.006,1.027,1.027,0.993,4653615,469416161.9,3.37,1.78,0.018,7.9
2024-11-20,1.023,1.064,1.076,1.019,6354786,669385129.294,5.55,3.6,0.037,10.79
2024-11-21,1.057,1.063,1.08,1.047,4827131,513155926.279,3.1,-0.09,-0.001,8.2
2024-11-22,1.056,1.043,1.099,1.04,4978048,535801345.958,5.55,-1.88,-0.02,8.45
2024-11-25,1.047,1.06,1.062,1.016,6598686,687169565.357,4.41,1.63,0.017,11.2
2024-11-26,1.054,1.05,1.097,1.044,8437724,900541880.158,5.0,-0.94,-0.01,14.33
2024-11-27,1.039,1.109,1.11,1.025,7064189,754083552.61,8.1,5.62,0.059,12.0
2024-11-28,1.11,1.09,1.135,1.086,6337275,703259006.149,4.42,-1.71,-0.019,10.76
2024-11-29,1.083,1.1,1.116,1.063,6613602,721235695.168,4.86,0.92,0.01,11.23
2024-12-02,1.095,1.117,1.128,1.094,5789639,645272113.949,3.09,1.55,0.017,9.83
2024-12-03,1.116,1.104,1.117,1.09,3547329,392220673.4,2.42,-1.16,-0.013,6.02
2024-12-04,1.098,1.07,1.102,1.062,5709704,616598734.533,3.62,-3.08,-0.034,9.7
2024-12-05,1.069,1.115,1.118,1.069,7506754,828954770.56,4.58,4.21,0.045,12.75
2024-12-06,1.118,1.14,1.155,1.106,7396504,835694272.323,4.39,2.24,0.025,12.56
2024-12-09,1.146,1.143,1.15,1.123,6252720,712803764.259,2.37,0.26,0.003,10.62
2024-12-10,1.183,1.143,1.183,1.141,6003897,699778583.278,3.67,0.0,0.0,10.19
2024-12-11,1.139,1.149,1.152,1.13,4208785,480926069.011,1.92,0.52,0.006,7.15
2024-12-12,1.146,1.158,1.171,1.138,4211888,485860288.298,2.87,0.78,0.009,7.15
2024-12-13,1.146,1.167,1.193,1.142,7708984,907603637.362,4.4,0.78,0.009,13.09
2024-12-16,1.168,1.129,1.173,1.122,4885478,554916416.907,4.37,-3.26,-0.038,8.3
2024-12-17,1.122,1.087,1.123,1.086,5264296,577508508.265,3.28,-3.72,-0.042,8.94
2024-12-18,1.088,1.101,1.111,1.077,4944978,541253935.817,3.13,1.29,0.014,8.4
2024-12-19,1.085,1.11,1.114,1.072,4117600,449452469.204,3.81,0.82,0.009,6.99
2024-12-20,1.104,1.109,1.124,1.102,3236022,360114043.286,1.98,-0.09,-0.001,5.49
2024-12-23,1.109,1.045,1.11,1.043,5683940,603887838.159,6.04,-5.77,-0.064,9.65
2024-12-24,1.045,1.053,1.055,1.038,4998051,523455370.7,1.63,0.77,0.008,8.49
2024-12-25,1.052,1.034,1.054,1.018,5314555,550693811.758,3.42,-1.8,-0.019,9.02
2024-12-26,1.033,1.036,1.048,1.033,3395407,353717514.119,1.45,0.19,0.002,5.77
2024-12-27,1.037,1.042,1.063,1.028,4430463,465399357.162,3.38,0.58,0.006,7.52
2024-12-30,1.041,1.042,1.051,1.021,3304881,343726184.756,2.88,0.0,0.0,5.61
2024-12-31,1.042,1.001,1.047,1.001,4559160,463856861.693,4.41,-3.93,-0.041,7.74
2025-01-02,1.002,0.973,1.009,0.959,5828032,575932351.625,5.0,-2.8,-0.028,9.9
2025-01-03,0.973,0.932,0.978,0.929,6017114,571312498.573,5.04,-4.21,-0.041,10.22
2025-01-06,0.93,0.926,0.942,0.919,4984528,463682739.177,2.47,-0.64,-0.006,8.46
2025-01-07,0.926,0.947,0.948,0.926,4237775,396384373.772,2.38,2.27,0.021,7.2
2025-01-08,0.94,0.943,0.95,0.913,4690505,438586433.2,3.91,-0.42,-0.004,7.96
2025-01-09,0.936,0.946,0.955,0.936,3265417,309414027.0,2.01,0.32,0.003,5.54
2025-01-10,0.944,0.924,0.962,0.923,3981044,375329548.2,4.12,-2.33,-0.022,6.76
2025-01-13,0.913,0.927,0.936,0.903,3738470,344639904.4,3.57,0.32,0.003,6.35
2025-01-14,0.934,0.974,0.975,0.928,6654131,635959570.3,5.07,5.07,0.047,11.3
2025-01-15,0.974,0.977,0.992,0.972,5257856,515423972.435,2.05,0.31,0.003,8.93
2025-01-16,0.98,0.976,1.004,0.968,5498721,540747297.275,3.68,-0.1,-0.001,9.34
2025-01-17,0.969,0.975,0.983,0.963,3030077,294833820.892,2.05,-0.1,-0.001,5.15
2025-01-20,0.979,0.981,0.991,0.973,3630399,356327657.1,1.85,0.62,0.006,6.16
2025-01-21,0.985,0.996,0.997,0.974,3894113,384712483.4,2.34,1.53,0.015,6.61
2025-01-22,0.991,0.981,0.992,0.973,3840563,377111189.3,1.91,-1.51,-0.015,6.52
2025-01-23,0.991,0.986,1.014,0.985,4386773,438330532.71,2.96,0.51,0.005,7.45
2025-01-24,0.98,1.009,1.011,0.976,4231469,422115499.779,3.55,2.33,0.023,7.19
2025-01-27,1.024,1.005,1.029,1.005,5264081,534849232.748,2.38,-0.4,-0.004,8.94
2025-02-05,1.041,1.075,1.076,1.033,6517805,688477211.143,4.28,6.97,0.07,11.07
2025-02-06,1.077,1.116,1.121,1.065,5463106,598281660.364,5.21,3.81,0.041,9.28
2025-02-07,1.117,1.138,1.155,1.115,7923367,897370419.077,3.58,1.97,0.022,13.45
2025-02-10,1.151,1.18,1.181,1.143,7252366,844097188.474,3.34,3.69,0.042,12.31
2025-02-11,1.181,1.191,1.205,1.171,6454093,766630754.76,2.88,0.93,0.011,10.96
2025-02-12,1.194,1.233,1.237,1.194,7907802,965425589.564,3.61,3.53,0.042,13.43
2025-02-13,1.241,1.244,1.269,1.219,6927319,862962124.764,4.06,0.89,0.011,11.76
2025-02-14,1.257,1.324,1.33,1.238,11575176,1470429647.31,7.4,6.43,0.08,19.66
2025-02-17,1.359,1.303,1.374,1.28,15325544,2024509939.952,7.1,-1.59,-0.021,26.02
2025-02-18,1.297,1.256,1.326,1.249,8183240,1050263579.089,5.91,-3.61,-0.047,13.9
2025-02-19,1.243,1.279,1.283,1.242,5646758,714745173.503,3.26,1.83,0.023,9.59
2025-02-20,1.271,1.259,1.288,1.249,2725303,345584610.001,3.05,-1.56,-0.02,4.63
2025-02-21,1.259,1.298,1.302,1.243,6354865,814131371.066,4.69,3.1,0.039,10.79
2025-02-24,1.287,1.277,1.29,1.263,2980977,380831059.382,2.08,-1.62,-0.021,5.06
2025-02-25,1.251,1.233,1.252,1.223,2773152,342876401.588,2.27,-3.45,-0.044,4.71
2025-02-26,1.244,1.236,1.256,1.227,3687322,456883422.451,2.35,0.24,0.003,6.26
2025-02-27,1.235,1.242,1.259,1.217,4564319,565195983.809,3.4,0.49,0.006,7.75
2025-02-28,1.231,1.175,1.236,1.17,3579638,430302825.197,5.31,-5.39,-0.067,6.08
2025-03-03,1.179,1.196,1.221,1.165,4092012,490236851.874,4.77,1.79,0.021,6.95
2025-03-04,1.18,1.192,1.206,1.176,2839475,339091885.4,2.51,-0.33,-0.004,4.82
2025-03-05,1.188,1.196,1.2,1.176,2318148,275141868.164,2.01,0.34,0.004,3.94
2025-03-06,1.21,1.256,1.266,1.206,6530730,811166607.624,5.02,5.02,0.06,11.09
2025-03-07,1.254,1.238,1.265,1.229,4447297,555956493.672,2.87,-1.43,-0.018,7.55
2025-03-10,1.236,1.219,1.241,1.21,3628843,442245502.522,2.5,-1.53,-0.019,6.16
2025-03-11,1.199,1.219,1.223,1.199,2337669,283321961.476,1.97,0.0,0.0,3.97
2025-03-12,1.227,1.235,1.252,1.219,3271003,404424222.912,2.71,1.31,0.016,5.55
2025-03-13,1.229,1.214,1.233,1.198,2621244,317352716.188,2.83,-1.7,-0.021,4.45
2025-03-14,1.211,1.264,1.266,1.202,5927897,735514658.739,5.27,4.12,0.05,10.07
2025-03-17,1.276,1.25,1.286,1.243,4027937,507720269.252,3.4,-1.11,-0.014,6.84
2025-03-18,1.246,1.237,1.259,1.233,6513428,811466328.621,2.08,-1.04,-0.013,11.06
2025-03-19,1.234,1.217,1.239,1.21,3598299,439415202.8,2.34,-1.62,-0.02,6.11
2025-03-20,1.216,1.197,1.216,1.196,3060480,369200135.236,1.64,-1.64,-0.02,5.2
2025-03-21,1.19,1.167,1.198,1.165,3251836,383927311.1,2.76,-2.51,-0.03,5.52
2025-03-24,1.172,1.164,1.18,1.138,4225675,491950335.95,3.6,-0.26,-0.003,7.18
2025-03-25,1.162,1.137,1.164,1.13,4370288,499695013.09,2.92,-2.32,-0.027,7.42
2025-03-26,1.136,1.136,1.147,1.135,2486209,283333332.85,1.06,-0.09,-0.001,4.22
2025-03-27,1.134,1.136,1.151,1.125,3893731,444136518.2,2.29,0.0,0.0,6.61
2025-03-28,1.139,1.14,1.155,1.137,5140409,588638241.8,1.58,0.35,0.004,8.73
2025-03-31,1.131,1.124,1.134,1.1,2882897,321843751.5,2.98,-1.4,-0.016,4.9
2025-04-01,1.125,1.123,1.142,1.119,2498180,282559918.725,2.05,-0.09,-0.001,4.24
2025-04-02,1.121,1.126,1.145,1.12,2640877,299874143.0,2.23,0.27,0.003,4.48
2025-04-03,1.111,1.126,1.134,1.111,2353317,265041910.9,2.04,0.0,0.0,4.0
2025-04-07,1.064,1.013,1.073,1.013,3053777,313261105.084,5.33,-10.04,-0.113,5.19
2025-04-08,0.97,0.983,1.006,0.958,4639329,453765833.725,4.74,-2.96,-0.03,7.88
2025-04-09,0.958,1.015,1.022,0.926,5086148,501842084.781,9.77,3.26,0.032,8.64
2025-04-10,1.035,1.035,1.057,1.032,6215534,648204263.13,2.46,1.97,0.02,10.55
2025-04-11,1.027,1.034,1.046,1.024,3809588,394974048.159,2.13,-0.1,-0.001,6.47
2025-04-14,1.042,1.05,1.06,1.042,3685965,387413192.3,1.74,1.55,0.016,6.26
2025-04-15,1.051,1.059,1.071,1.045,4823245,509164719.203,2.48,0.86,0.009,8.19
2025-04-16,1.049,1.046,1.064,1.034,3850971,404204280.667,2.83,-1.23,-0.013,6.54
2025-04-17,1.037,1.048,1.057,1.035,2133503,223810888.6,2.1,0.19,0.002,3.62
2025-04-18,1.045,1.062,1.062,1.041,2336205,246004801.074,2.0,1.34,0.014,3.97
2025-04-21,1.056,1.091,1.092,1.048,4006789,431085571.6,4.14,2.73,0.029,6.8
2025-04-22,1.093,1.074,1.095,1.071,4425862,478178003.3,2.2,-1.56,-0.017,7.52
2025-04-23,1.08,1.078,1.086,1.072,3146435,339704921.464,1.3,0.37,0.004,5.34
2025-04-24,1.078,1.057,1.079,1.049,3338224,354198044.478,2.78,-1.95,-0.021,5.67
2025-04-25,1.061,1.061,1.075,1.055,2836403,301718102.97,1.89,0.38,0.004,4.82
2025-04-28,1.058,1.075,1.092,1.058,4724830,509486526.025,3.2,1.32,0.014,8.02
2025-04-29,1.067,1.083,1.089,1.065,2911846,315251927.979,2.23,0.74,0.008,4.94
2025-04-30,1.08,1.093,1.104,1.08,3461905,379521925.046,2.22,0.92,0.01,5.88
2025-05-06,1.1,1.123,1.124,1.093,4153575,462346941.854,2.84,2.74,0.03,7.05
2025-05-07,1.137,1.109,1.137,1.099,4565885,509200506.416,3.38,-1.25,-0.014,7.75
2025-05-08,1.103,1.117,1.122,1.102,2694121,300334471.746,1.8,0.72,0.008,4.57
2025-05-09,1.114,1.095,1.115,1.091,2764005,303328737.14,2.15,-1.97,-0.022,4.69
2025-05-12,1.102,1.107,1.109,1.1,1926796,212734793.87,0.82,1.1,0.012,3.27
2025-05-13,1.119,1.104,1.12,1.102,2077862,230642672.6,1.63,-0.27,-0.003,3.53
2025-05-14,1.102,1.105,1.115,1.093,2497101,275321953.911,1.99,0.09,0.001,4.24
2025-05-15,1.106,1.073,1.106,1.069,3030706,326808411.896,3.35,-2.9,-0.032,5.15
2025-05-16,1.07,1.074,1.082,1.07,2835113,304933455.3,1.12,0.09,0.001,4.81
2025-05-19,1.07,1.076,1.077,1.056,3005907,320670860.725,1.96,0.19,0.002,5.1
2025-05-20,1.073,1.097,1.108,1.065,3988026,434322180.435,4.0,1.95,0.021,6.77
2025-05-21,1.096,1.092,1.097,1.088,1608406,175691289.1,0.82,-0.46,-0.005,2.73
2025-05-22,1.09,1.114,1.123,1.087,6313501,699673077.86,3.3,2.01,0.022,10.72
2025-05-23,1.109,1.087,1.113,1.086,3316863,364724495.724,2.42,-2.42,-0.027,5.63
2025-05-26,1.089,1.119,1.13,1.089,5052660,563705403.619,3.77,2.94,0.032,8.58
2025-05-27,1.113,1.109,1.117,1.103,2760184,306356432.494,1.25,-0.89,-0.01,4.69
2025-05-28,1.107,1.101,1.111,1.096,2283242,251420821.694,1.35,-0.72,-0.008,3.88
2025-05-29,1.099,1.125,1.125,1.095,2914114,324821023.012,2.72,2.18,0.024,4.95
2025-05-30,1.119,1.109,1.14,1.108,3196699,358314245.634,2.84,-1.42,-0.016,5.43
2025-06-03,1.104,1.143,1.169,1.104,5928627,681426640.282,5.86,3.07,0.034,10.07
2025-06-04,1.136,1.151,1.164,1.133,3814847,439448798.006,2.71,0.7,0.008,6.48
2025-06-05,1.151,1.171,1.175,1.146,4749091,552648810.576,2.52,1.74,0.02,8.06
2025-06-06,1.167,1.157,1.181,1.149,2031435,235421501.665,2.73,-1.2,-0.014,3.45
