日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-02-18,0.612,0.597,0.616,0.591,2225921,268285500.0,4.05,-3.24,-0.02,3.79
2025-02-19,0.595,0.616,0.618,0.594,2767185,337503664.0,4.02,3.18,0.019,4.71
2025-02-20,0.618,0.619,0.626,0.611,1967880,243512557.0,2.44,0.49,0.003,3.35
2025-02-21,0.623,0.656,0.656,0.618,3313833,421157109.0,6.14,5.98,0.037,5.65
2025-02-24,0.656,0.654,0.664,0.641,2475945,322132997.0,3.51,-0.3,-0.002,4.22
2025-02-25,0.64,0.667,0.673,0.635,2686532,353074884.0,5.81,1.99,0.013,4.58
2025-02-26,0.666,0.678,0.683,0.656,3287762,441014667.0,4.05,1.65,0.011,5.6
2025-02-27,0.675,0.682,0.691,0.662,2978765,402700062.0,4.28,0.59,0.004,5.08
2025-02-28,0.674,0.637,0.674,0.631,5323070,688814980.0,6.3,-6.6,-0.045,9.07
2025-03-03,0.637,0.621,0.639,0.616,3922170,489823128.0,3.61,-2.51,-0.016,6.68
2025-03-04,0.613,0.645,0.648,0.611,4018578,509264864.0,5.96,3.86,0.024,6.85
2025-03-05,0.645,0.654,0.659,0.64,3074671,400202489.0,2.95,1.4,0.009,5.24
2025-03-06,0.67,0.68,0.684,0.664,4083027,549490377.0,3.06,3.98,0.026,6.96
2025-03-07,0.68,0.667,0.68,0.661,4774023,639643154.0,2.79,-1.91,-0.013,8.13
2025-03-10,0.661,0.666,0.67,0.655,2776412,367893478.0,2.25,-0.15,-0.001,4.73
2025-03-11,0.65,0.664,0.665,0.65,2470829,325034605.0,2.25,-0.3,-0.002,4.21
2025-03-12,0.666,0.66,0.673,0.659,3259944,434294740.0,2.11,-0.6,-0.004,5.55
2025-03-13,0.656,0.634,0.66,0.631,5182204,664654738.0,4.39,-3.94,-0.026,8.83
2025-03-14,0.634,0.647,0.647,0.633,3500499,448620384.0,2.21,2.05,0.013,5.96
2025-03-17,0.645,0.644,0.646,0.636,2060547,264042570.0,1.55,-0.46,-0.003,3.51
2025-03-18,0.649,0.651,0.658,0.645,2057261,267626763.0,2.02,1.09,0.007,3.51
2025-03-19,0.647,0.641,0.654,0.638,3953572,254645830.0,2.46,-1.54,-0.01,6.74
2025-03-20,0.638,0.637,0.648,0.636,4328226,277551145.0,1.87,-0.62,-0.004,7.37
2025-03-21,0.634,0.615,0.636,0.611,6267847,388511362.0,3.92,-3.45,-0.022,10.68
2025-03-24,0.614,0.622,0.623,0.606,4549601,280230114.0,2.76,1.14,0.007,7.75
2025-03-25,0.619,0.604,0.62,0.601,4816516,293277607.0,3.05,-2.89,-0.018,8.21
2025-03-26,0.601,0.606,0.615,0.601,4496750,273845142.0,2.32,0.33,0.002,7.66
2025-03-27,0.606,0.616,0.627,0.602,4909545,302116959.0,4.13,1.65,0.01,8.36
2025-03-28,0.614,0.608,0.619,0.608,3051313,186808779.0,1.79,-1.3,-0.008,5.2
2025-03-31,0.602,0.616,0.618,0.598,4762664,289267564.0,3.29,1.32,0.008,8.11
2025-04-01,0.618,0.608,0.62,0.605,5462124,335031908.0,2.44,-1.3,-0.008,9.31
2025-04-02,0.604,0.608,0.615,0.604,2767811,168581659.0,1.81,0.0,0.0,4.72
2025-04-03,0.6,0.59,0.608,0.585,5501086,327034589.0,3.78,-2.96,-0.018,9.37
2025-04-07,0.54,0.51,0.557,0.485,9154416,481183101.0,12.2,-13.56,-0.08,15.6
2025-04-08,0.512,0.513,0.527,0.501,5874782,301825479.0,5.1,0.59,0.003,10.01
2025-04-09,0.498,0.532,0.542,0.49,8003714,419557465.0,10.14,3.7,0.019,13.64
2025-04-10,0.547,0.547,0.561,0.544,6798750,374693821.0,3.2,2.82,0.015,11.58
2025-04-11,0.54,0.567,0.574,0.54,5953178,333559999.0,6.22,3.66,0.02,10.14
2025-04-14,0.576,0.569,0.579,0.564,5582789,318257016.0,2.65,0.35,0.002,9.51
2025-04-15,0.566,0.563,0.57,0.556,3346082,187860594.0,2.46,-1.05,-0.006,5.7
2025-04-16,0.563,0.561,0.569,0.553,3023785,169474900.0,2.84,-0.36,-0.002,5.15
2025-04-17,0.557,0.568,0.576,0.557,3925157,224018414.0,3.39,1.25,0.007,6.69
2025-04-18,0.565,0.563,0.569,0.558,2777784,156117729.0,1.94,-0.88,-0.005,4.73
2025-04-21,0.565,0.573,0.574,0.56,3476758,197751745.0,2.49,1.78,0.01,5.92
2025-04-22,0.57,0.566,0.573,0.564,2847043,161563089.0,1.57,-1.22,-0.007,4.85
2025-04-23,0.57,0.574,0.578,0.568,3877186,221989061.0,1.77,1.41,0.008,6.61
2025-04-24,0.576,0.565,0.576,0.563,3232698,183558528.0,2.26,-1.57,-0.009,5.51
2025-04-25,0.565,0.566,0.571,0.562,3569212,202161757.0,1.59,0.18,0.001,6.08
2025-04-28,0.568,0.566,0.571,0.56,3068115,173721641.0,1.94,0.0,0.0,5.23
2025-04-29,0.565,0.572,0.574,0.562,2850714,162172371.0,2.12,1.06,0.006,4.86
2025-04-30,0.574,0.595,0.596,0.573,7013364,412235641.0,4.02,4.02,0.023,11.95
2025-05-06,0.601,0.604,0.605,0.594,4994276,299684289.0,1.85,1.51,0.009,8.51
2025-05-07,0.615,0.603,0.618,0.596,5523262,334971093.0,3.64,-0.17,-0.001,9.41
2025-05-08,0.599,0.6,0.603,0.597,3944718,236549150.0,1.0,-0.5,-0.003,6.72
2025-05-09,0.598,0.585,0.598,0.582,4003127,235176301.0,2.67,-2.5,-0.015,6.82
2025-05-12,0.588,0.595,0.595,0.586,3341591,197469699.0,1.54,1.71,0.01,5.69
2025-05-13,0.602,0.592,0.605,0.592,3499218,209308016.0,2.18,-0.5,-0.003,5.96
2025-05-14,0.593,0.594,0.6,0.587,4571888,271651272.0,2.2,0.34,0.002,7.79
2025-05-15,0.594,0.583,0.594,0.581,3138148,183669887.0,2.19,-1.85,-0.011,5.35
2025-05-16,0.58,0.581,0.585,0.579,2493557,145105840.0,1.03,-0.34,-0.002,4.25
2025-05-19,0.582,0.578,0.583,0.572,2855213,164504685.0,1.89,-0.52,-0.003,4.86
2025-05-20,0.579,0.586,0.587,0.576,5247481,305469199.0,1.9,1.38,0.008,8.94
2025-05-21,0.585,0.583,0.587,0.577,3874354,225598932.0,1.71,-0.51,-0.003,6.6
2025-05-22,0.58,0.585,0.59,0.58,3047889,178641876.0,1.72,0.34,0.002,5.19
2025-05-23,0.583,0.572,0.583,0.572,4444527,256058061.0,1.88,-2.22,-0.013,7.57
2025-05-26,0.572,0.573,0.575,0.567,2456713,140177386.0,1.4,0.17,0.001,4.19
2025-05-27,0.573,0.563,0.574,0.563,2550476,144668825.0,1.92,-1.75,-0.01,4.35
2025-05-28,0.565,0.564,0.567,0.561,3119677,176175044.0,1.07,0.18,0.001,5.32
2025-05-29,0.566,0.575,0.576,0.565,3731301,213397813.0,1.95,1.95,0.011,6.36
2025-05-30,0.57,0.563,0.571,0.56,3030454,170637314.0,1.91,-2.09,-0.012,5.16
2025-06-03,0.559,0.567,0.572,0.559,2931759,166830759.0,2.31,0.71,0.004,5.0
2025-06-04,0.568,0.568,0.572,0.566,5047884,287535608.0,1.06,0.18,0.001,8.6
2025-06-05,0.569,0.583,0.584,0.566,5723385,328608885.0,3.17,2.64,0.015,9.75
2025-06-06,0.581,0.582,0.587,0.578,2825439,164314397.0,1.54,-0.17,-0.001,4.81
